COD_TIPO_RAPPORTO,TIPO_RAPPORTO,COD_PRESTAZIONE,DESC_PRESTAZIONE,ANNO,NUMERO
1,STRUTTURA DIRETTAMENTE GESTITA,39954,EMODIALISI IN BICARBONATO E MEMBRANE MOLTO BIOCOMPATIBILI,2017,314
1,STRUTTURA DIRETTAMENTE GESTITA,39957,ALTRA EMODIAFILTRAZIONE CON MEMBRANE A PERMEABILITA' ELEVATA E MOLTO BIOCOMPATIBILI,2017,9
1,STRUTTURA DIRETTAMENTE GESTITA,39971,EMODIALISI IN ACETATO O IN BICARBONATO. INCLUSO ESAMI DI LABORATORIO E TRATTAMENTO FARMACOLOGICO. PE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,39972,"EMODIALISI IN ACETATO O IN BICARBONATO, AD ASSISTENZA LIMITATA. INCLUSO ESAMI DI LABORATORIO E TRATT",2017,300
1,STRUTTURA DIRETTAMENTE GESTITA,39973,"EMODIALISI IN ACETATO O IN BICARBONATO, DOMICILIARE. INCLUSO ESAMI DI LABORATORIO E TRATTAMENTO FARM",2017,21
1,STRUTTURA DIRETTAMENTE GESTITA,39974,EMODIALISI IN BICARBONATO E MEMBRANE MOLTO BIOCOMPATIBILI. INCLUSO ESAMI DI LABORATORIO E TRATTAMENT,2017,21255
1,STRUTTURA DIRETTAMENTE GESTITA,39975,EMODIAFILTRAZIONE. BIOFILTRAZIONE SENZA ACETATO. BIOFILTRAZIONE. EMODIAFILTRAZIONE CON MEMBRANE A PE,2017,2745
1,STRUTTURA DIRETTAMENTE GESTITA,39976,EMODIAFILTRAZIONE AD ASSISTENZA LIMITATA. BIOFILTRAZIONE SENZA ACETATO. BIOFILTRAZIONE. EMODIAFILTRA,2017,3514
1,STRUTTURA DIRETTAMENTE GESTITA,39991,VALUTAZIONE DEL RICIRCOLO DI FISTOLA ARTEROVENOSA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,4011,"BIOPSIA DI STRUTTURE LINFATICHE BIOPSIA DI LINFONODI CERVICALI, SOPRACLAVEARI O PRESCALENICI BIOPSIA",2017,304
1,STRUTTURA DIRETTAMENTE GESTITA,40191,AGOBIOPSIA LINFONODALE ECO-GUIDATA,2017,72
1,STRUTTURA DIRETTAMENTE GESTITA,4131,BIOPSIA [AGOBIOPSIA] DEL MIDOLLO OSSEO,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,42292,PH METRIA ESOFAGEA (24 ORE),2017,61
1,STRUTTURA DIRETTAMENTE GESTITA,4233,LEGATURA ENDOSCOPICA DI VARICI ESOFAGEE,2017,21
1,STRUTTURA DIRETTAMENTE GESTITA,42332,ASPORTAZIONE  DI LESIONE O TESSUTO ESOFAGEO O RICANALIZZAZIONE ENDOSCOPICA  MEDIANTE LASER,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,4281,POSIZIONAMENTO ENDOPROTESI ALTE VIE E BASSE VIE DIGESTIVE,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,42921,DILATAZIONE MECCANICA DELL'ESOFAGO CON SONDE DI SAVARY,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,4311,CONFEZIONAMENTO GASTROSTOMIA PERCUTANEA [ENDOSCOPICA] [PEG],2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,43411,ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELLO STOMACO PER VIA ENDOSCOPICA POLIPECTOMI,2017,9
1,STRUTTURA DIRETTAMENTE GESTITA,43412,ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELLO STOMACO PER VIA ENDOSCOPICA  MEDIANTE L,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,44141,"AGOASPIRATO O BIOPSIA TRANSPARIETALE ECOENDOSCOPICA ESOFAGOGASTRODUODENALE (NON ASSOCIABILE A 45.14,",2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,44192,BREATH TEST PER HELYCOBACTER PYLORI (UREA C13),2017,2683
1,STRUTTURA DIRETTAMENTE GESTITA,44221,DILATAZIONE PNEUMATICA DI STENOSI DEL TRATTO GASTROINTESTINALE,2017,19
1,STRUTTURA DIRETTAMENTE GESTITA,4513,ESOFAGOGASTRODUODENOSCOPIA [EGD] ENDOSCOPIA DELL' INTESTINO TENUE ESCLUSO: ENDOSCOPIA CON BIOPSIA (4,2017,991
1,STRUTTURA DIRETTAMENTE GESTITA,45131,ENDOSCOPIA CON VIDEOCAPSULA E MICROCAMERA STUDIO E DEFINIZIONE DIAGNOSTICA DELL’INTESTINO TENUE O DI,2017,22
1,STRUTTURA DIRETTAMENTE GESTITA,4514,BIOPSIA [ENDOSCOPICA] DELL' INTESTINO TENUE BRUSHING O WASHING PER PRELIEVO DI CAMPIONE ESCLUSO: ESO,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,4516,"ESOFAGOGASTRODUODENOSCOPIA [EGD] CON BIOPSIA BIOPSIA DI UNA O PIÙ SEDI DI ESOFAGO, STOMACO E DUODENO",2017,4667
1,STRUTTURA DIRETTAMENTE GESTITA,4517,ECOENDOSCOPIA ESOFAGOGASTRODUODENALE,2017,88
1,STRUTTURA DIRETTAMENTE GESTITA,4523,COLONSCOPIA CON ENDOSCOPIO FLESSIBILE ESCLUSO: COLONSCOPIA TRANSADDOMINALE O ATTRAVERSO STOMA ARTIFI,2017,4318
1,STRUTTURA DIRETTAMENTE GESTITA,45231,COLONSCOPIA - ILEOSCOPIA RETROGRADA,2017,384
1,STRUTTURA DIRETTAMENTE GESTITA,45232,COLONSCOPIA-ILEOSCOPIA RETROGRADA CON BIOPSIA,2017,403
1,STRUTTURA DIRETTAMENTE GESTITA,4524,SIGMOIDOSCOPIA CON ENDOSCOPIO FLESSIBILE ENDOSCOPIA DEL COLON DISCENDENTE ESCLUSO: PROCTOSIGMOIDOSCO,2017,248
1,STRUTTURA DIRETTAMENTE GESTITA,4525,BIOPSIA [ENDOSCOPICA] DELL' INTESTINO CRASSO BIOPSIA DI SEDI INTESTINALI ASPECIFICHE BRUSHING O WASH,2017,2819
1,STRUTTURA DIRETTAMENTE GESTITA,45291,BREATH TEST PER DETERMINAZIONE TEMPO DI TRANSITO INTESTINALE,2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,45292,BREATH TEST PER DETERMINAZIONE DI COLONIZZAZIONE BATTERICA ANOMALA,2017,15
1,STRUTTURA DIRETTAMENTE GESTITA,45293,BREATH TEST AL LATTOSIO,2017,1112
1,STRUTTURA DIRETTAMENTE GESTITA,45295,ECOENDOSCOPIA RETTOCOLICA,2017,43
1,STRUTTURA DIRETTAMENTE GESTITA,4542,POLIPECTOMIA ENDOSCOPICA  DELL' INTESTINO CRASSO POLIPECTOMIA DI UNO O PIÙ POLIPI CON APPROCCIO ENDO,2017,1813
1,STRUTTURA DIRETTAMENTE GESTITA,45421,MUCOSECTOMIA (CLIP 1),2017,26
1,STRUTTURA DIRETTAMENTE GESTITA,45422,MUCOSECTOMIA (CLIP 2),2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,45431,ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL' INTESTINO CRASSO   PER VIA ENDOSCOPICA,2017,20
1,STRUTTURA DIRETTAMENTE GESTITA,4632,CONFEZIONAMENTO DIGIUNOSTOMIA [ENDOSCOPICA] PERCUTANEA [PEJ],2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,4823,PROCTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO ESCLUSO: SIGMOIDOSCOPIA CON ENDOSCOPIO FLESSIBILE (45.24),2017,170
1,STRUTTURA DIRETTAMENTE GESTITA,4824,BIOPSIA [ENDOSCOPICA] DEL RETTO BRUSHING O WASHING PER RACCOLTA DI CAMPIONE PROCTOSIGMOIDOSCOPIA CON,2017,192
1,STRUTTURA DIRETTAMENTE GESTITA,48291,MANOMETRIA ANO-RETTALE,2017,74
1,STRUTTURA DIRETTAMENTE GESTITA,4901,INCISIONE DI ASCESSO PERIANALE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,4911,FISTULOTOMIA ANALE EXTRASFINTERICA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,4921,ANOSCOPIA,2017,968
1,STRUTTURA DIRETTAMENTE GESTITA,4923,BIOPSIA DELL' ANO,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,4945,LEGATURA DELLE EMORROIDI,2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,5091,ASPIRAZIONE PERCUTANEA DEL FEGATO ALCOLIZZAZIONE PERCUTANEA ECO-GUIDATA  ESCLUSO: BIOPSIA PERCUTANEA,2017,69
1,STRUTTURA DIRETTAMENTE GESTITA,5116,ECOENDOSCOPIA BILIOPANCREATICA,2017,74
1,STRUTTURA DIRETTAMENTE GESTITA,5198,ALTRO  5198,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,5214,AGOASPIRATO O BIOPSIA TRANSPARIETALE ECOENDOSCOPICA BILIOPANCREATICA. INCLUSO 51.16,2017,13
1,STRUTTURA DIRETTAMENTE GESTITA,530,INTERVENTI ERNIA INGUINALE (INCLUSO ESAMI PRE-OPERATORI E CONTROLLI POST-OPERATORI),2017,33
1,STRUTTURA DIRETTAMENTE GESTITA,54241,BIOPSIA [PERCUTANEA][AGOBIOPSIA] ECO-GUIDATA DI MASSA INTRAADDOMINALE ESCLUSO: AGOBIOPSIA DI TUBE DI,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,5491,DRENAGGIO PERCUTANEO ADDOMINALE PARACENTESI (DELLE REGIONI SUPERFICIALI) ESCLUSO: CREAZIONE DI FISTO,2017,26
1,STRUTTURA DIRETTAMENTE GESTITA,54912,ALTRO  54912,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,54981,DIALISI PERITONEALE AUTOMATIZZATA (CCPD),2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,54982,DIALISI PERITONEALE CONTINUA (CAPD),2017,26
1,STRUTTURA DIRETTAMENTE GESTITA,54983,PERITONEAL EQUILIBRATION TEST,2017,68
1,STRUTTURA DIRETTAMENTE GESTITA,5717,"CISTOSTOMIA PERCUTANEA ESCLUSO: RIMOZIONE DI SONDA CISTOSTOMICA, SOSTITUZIONE DI SONDA CISTOSTOMICA,",2017,157
1,STRUTTURA DIRETTAMENTE GESTITA,5732,"CISTOSCOPIA [TRANSURETRALE] ESCLUSO: CISTOURETEROSCOPIA CON BIOPSIA URETERALE, PIELOGRAFIA RETROGRAD",2017,159
1,STRUTTURA DIRETTAMENTE GESTITA,5733,CISTOSCOPIA [TRANSURETRALE] CON BIOPSIA,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,57392,ESAME URODINAMICO INVASIVO,2017,136
1,STRUTTURA DIRETTAMENTE GESTITA,5794,CATETERISMO VESCICALE,2017,1589
1,STRUTTURA DIRETTAMENTE GESTITA,5823,BIOPSIA DELL' URETRA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,585,"URETROTOMIA ENDOSCOPICA SEZIONE DI SFINTERE URETRALE, MEATOTOMIA URETRALE INTERNA, URETROLISI",2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,58601,"DILATAZIONE URETRALE DILAZIONE DI GIUNTURA URETROVESCICALE, PASSAGGIO DI SONDA ATTRAVERSO L'URETRA (",2017,9
1,STRUTTURA DIRETTAMENTE GESTITA,58602,DILATAZIONI URETRALI PROGRESSIVE (PER SEDUTA),2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,598,"CATETERIZZAZIONE URETERALE DRENAGGIO DEL RENE CON CATETERE, INSERZIONE DI  STENT URETERALE, DILATAZI",2017,178
1,STRUTTURA DIRETTAMENTE GESTITA,60111,BIOPSIA TRANSPERINEALE [PERCUTANEA] [AGOBIOPSIA] DELLA PROSTATA AGOBIOPSIA ECO-GUIDATA DELLA PROSTAT,2017,590
1,STRUTTURA DIRETTAMENTE GESTITA,610,INCISIONE E DRENAGGIO DELLO SCROTO E DELLA TUNICA VAGINALE ESCLUSO: PUNTURA EVACUATIVA DI IDROCELE (,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,6191,PUNTURA EVACUATIVA DI IDROCELE DELLA TUNICA VAGINALE ASPIRAZIONE PERCUTANEA DELLA TUNICA VAGINALE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,62,ALTRO  62,2017,22
1,STRUTTURA DIRETTAMENTE GESTITA,642,ASPORTAZIONE O DEMOLIZIONE DI LESIONE DEL PENE ASPORTAZIONE CONDILOMI  ESCLUSO: BIOPSIA DEL PENE (64,2017,356
1,STRUTTURA DIRETTAMENTE GESTITA,64921,FRENULOTOMIA,2017,65
1,STRUTTURA DIRETTAMENTE GESTITA,6493,LIBERAZIONE DI SINECHIE PENIENE,2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,6712,BIOPSIA ENDOCERVICALE [ISTEROSCOPIA] ESCLUSO: CONIZZAZIONE DELLA CERVICE,2017,343
1,STRUTTURA DIRETTAMENTE GESTITA,67191,BIOPSIA MIRATA DELLA PORTIO A GUIDA COLPOSCOPICA  BIOPSIA DI UNA O PIÙ SEDI,2017,722
1,STRUTTURA DIRETTAMENTE GESTITA,6732,"CAUTERIZZAZIONE DEL COLLO UTERINO ELETTROCONIZZAZIONE DELLA CERVICE, ASPORTAZIONE POLIPI CERVICALI,",2017,273
1,STRUTTURA DIRETTAMENTE GESTITA,6733,"CRIOCHIRURGIA DEL COLLO UTERINO CRIOCONIZZAZIONE DELLA CERVICE, ASPORTAZIONE POLIPI CERVICALI, ASPOR",2017,22
1,STRUTTURA DIRETTAMENTE GESTITA,68121,ISTEROSCOPIA ESCLUSO: BIOPSIA CON DILATAZIONE DEL CANALE CERVICALE,2017,1470
1,STRUTTURA DIRETTAMENTE GESTITA,68161,BIOPSIA DEL CORPO UTERINO BIOPSIA ENDOSCOPICA [ISTEROSCOPIA] DELL' ENDOMETRIO ESCLUSO: BIOPSIA CON D,2017,759
1,STRUTTURA DIRETTAMENTE GESTITA,68291,ASPORTAZIONE DI TUMORI BENIGNI PEDUNCOLATI DELL' UTERO ASPORTAZIONE POLIPI ENDOMETRIALI A GUIDA ISTE,2017,161
1,STRUTTURA DIRETTAMENTE GESTITA,697,INSERZIONE DI DISPOSITIVO CONTRACCETTIVO INTRAUTERINO (I.U.D.),2017,264
1,STRUTTURA DIRETTAMENTE GESTITA,6992,INSEMINAZIONE ARTIFICIALE INTRACERVICALE E INTRAUTERINA (IAO),2017,135
1,STRUTTURA DIRETTAMENTE GESTITA,69921,CAPACITAZIONE DEL MATERIALE SEMINALE,2017,553
1,STRUTTURA DIRETTAMENTE GESTITA,69923,FIV / ICSI,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,69925,EMBRIOTRANSFER,2017,25
1,STRUTTURA DIRETTAMENTE GESTITA,7021,COLPOSCOPIA,2017,1806
1,STRUTTURA DIRETTAMENTE GESTITA,7024,BIOPSIA DELLE PARETI VAGINALI CON EVENTUALE PUNTURA ESPLORATIVA,2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,70291,BIOPSIA DELLE PARETI VAGINALI A GUIDA COLPOSCOPICA,2017,88
1,STRUTTURA DIRETTAMENTE GESTITA,70331,ASPORTAZIONE DI CONDILOMI  O ALTRE LESIONI VAGINALI,2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,7111,BIOPSIA DELLA VULVA O DELLA CUTE PERINEALE,2017,136
1,STRUTTURA DIRETTAMENTE GESTITA,7122,INCISIONE DI ASCESSO DELLA GHIANDOLA DEL BARTOLINO,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,71301,ASPORTAZIONE CONDILOMI VULVARI E  PERINEALI,2017,152
1,STRUTTURA DIRETTAMENTE GESTITA,71901,ALTRI INTERVENTI SULL' APPARATO GENITALE FEMMINILE  LASERTERAPIA PER FATTI DISTROFICI,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,75101,PRELIEVO DEI VILLI CORIALI,2017,241
1,STRUTTURA DIRETTAMENTE GESTITA,75102,AMNIOCENTESI PRECOCE,2017,69
1,STRUTTURA DIRETTAMENTE GESTITA,75103,AMNIOCENTESI TARDIVA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,75341,"CARDIOTOCOGRAFIA CARDIOTOCOGRAFIA ESTERNA IN GRAVIDANZA, NST O OCT",2017,1232
1,STRUTTURA DIRETTAMENTE GESTITA,758,"TAMPONAMENTO OSTETRICO DELL' UTERO O DELLA VAGINA MEDICAZIONE, TAMPONAMENTO UTERO-CERVICO-VAGINALE T",2017,60
1,STRUTTURA DIRETTAMENTE GESTITA,762,ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELLE OSSA FACCIALI ASPORTAZIONE O MARSUPIALIZZAZIONE D,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,7753,ALTRA ASPORTAZIONE DI BORSITE CON CORREZIONE DEI TESSUTI MOLLI,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,7757,RIPARAZIONE DI DITO AD ARTIGLIO,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,7758,"ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA",2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,7900,RIDUZIONE CHIUSA DI FRATTURA SENZA FISSAZIONE INTERNA  IN SEDE NON SPECIFICATA,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,7902,RIDUZIONE CHIUSA DI FRATTURA DI RADIO E ULNA SENZA FISSAZIONE INTERNA BRACCIO NAS,2017,66
1,STRUTTURA DIRETTAMENTE GESTITA,7903,RIDUZIONE CHIUSA DI FRATTURA DI CARPO E METACARPO SENZA FISSAZIONE INTERNA MANO NAS,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,7904,RIDUZIONE CHIUSA DI FRATTURA DELLE FALANGI DELLA MANO SENZA FISSAZIONE INTERNA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,7971,RIDUZIONE CHIUSA DI LUSSAZIONE DELLA SPALLA,2017,34
1,STRUTTURA DIRETTAMENTE GESTITA,7972,RIDUZIONE CHIUSA DI LUSSAZIONE DEL GOMITO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,7973,RIDUZIONE CHIUSA DI LUSSAZIONE DEL POLSO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,7974,RIDUZIONE CHIUSA DI LUSSAZIONE DELLA MANO E DELLE DITA DELLA MANO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8044,"INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE DELLA MANO E DELLE DITA DELLA MANO",2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,8088,ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELL’ARTICOLAZIONE DEL PIEDE E DELLE DITA DEL PIE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8191,"ARTROCENTESI ASPIRAZIONE ARTICOLARE ESCLUSO: QUELLA PER: BIOPSIA DELLE STRUTTURE ARTICOLARI (80.30),",2017,504
1,STRUTTURA DIRETTAMENTE GESTITA,8192,INIEZIONE DI SOSTANZE TERAPEUTICHE NELL'ARTICOLAZIONE O NEL LEGAMENTO,2017,13571
1,STRUTTURA DIRETTAMENTE GESTITA,8201,ESPLORAZIONE DELLA FASCIA TENDINEA DELLA MANO,2017,108
1,STRUTTURA DIRETTAMENTE GESTITA,8209,ALTRA INCISIONE DEI TESSUTI MOLLI DELLA MANO,2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,8219,ALTRA SEZIONE DI TESSUTO MOLLE DELLA MANO,2017,15
1,STRUTTURA DIRETTAMENTE GESTITA,8221,ASPORTAZIONE DI LESIONE DELLA FASCIA TENDINEA DELLA MANO,2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,8231,BORSECTOMIA DELLA MANO,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,8235,ALTRA FASCECTOMIA DELLA MANO,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,8291,"LISI DI ADERENZE DELLA MANO. LIBERAZIONE DI ADERENZE DI FASCIA, MUSCOLO, TENDINE DELLA MANO",2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,8303,BORSOTOMIA RIMOZIONE DI DEPOSITO CALCAREO DELLA BORSA ESCLUSO: ASPIRAZIONE PERCUTANEA DELLA BORSA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,8309,ALTRA INCISIONE DEI TESSUTI MOLLI INCISIONE DELLA FASCIA INCISIONE PER RIMOZIONE DI CORPI ESTRANEI S,2017,689
1,STRUTTURA DIRETTAMENTE GESTITA,8321,"BIOPSIA DEI TESSUTI MOLLI ESCLUSO: BIOPSIA DELLA PARETE TORACICA, BIOPSIA DI CUTE E TESSUTO SOTTOCUT",2017,65
1,STRUTTURA DIRETTAMENTE GESTITA,83211,BIOPSIA ECO-GUIDATA DEI TESSUTI MOLLI,2017,124
1,STRUTTURA DIRETTAMENTE GESTITA,8331,"ASPORTAZIONE DI LESIONE DELLE FASCE TENDINEE ASPORTAZIONE DI GANGLIO DI GUAINA TENDINEA, ECCETTO DEL",2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,8398,INIEZIONE DI SOSTANZE TERAPEUTICHE AD AZIONE LOCALE ALL' INTERNO DI ALTRI TESSUTI MOLLI ESCLUSO: INI,2017,667
1,STRUTTURA DIRETTAMENTE GESTITA,8411,AMPUTAZIONE DI DITA DEL PIEDE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,850,"MASTOTOMIA INCISIONE DELLA MAMMELLA (CUTE) MAMMOTOMIA ESCLUSO: ASPIRAZIONE DELLA MAMMELLA, RIMOZIONE",2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8511,BIOPSIA [PERCUTANEA][AGOBIOPSIA] DELLA MAMMELLA,2017,17
1,STRUTTURA DIRETTAMENTE GESTITA,85111,BIOPSIA ECO-GUIDATA  DELLA MAMMELLA BIOPSIA CON AGO SOTTILE DELLA MAMMELLA,2017,91
1,STRUTTURA DIRETTAMENTE GESTITA,85114,BIOPSIA PERCUTANEA DELLA MAMMELLA VACUUM ASSISTED IN STEREOTASSI,2017,157
1,STRUTTURA DIRETTAMENTE GESTITA,85116,BIOPSIA ECOGUIDATA DELLA MAMMELLA CON TRU-CUT,2017,515
1,STRUTTURA DIRETTAMENTE GESTITA,85117,BIOPSIA STEREOTASSICA DELLA MAMMELLA CON TRU-CUT,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,85118,INDIVIDUAZIONE ECOGUIDATA DEL VOLUME BERSAGLIO DELLA MAMMELLA,2017,334
1,STRUTTURA DIRETTAMENTE GESTITA,85119,INDIVIDUAZIONE IN STEREOTASSI DEL VOLUME BERSAGLIO DELLA MAMMELLA,2017,79
1,STRUTTURA DIRETTAMENTE GESTITA,8520,"ASPORTAZIONE O DEMOLIZIONE DI TESSUTO DELLA MAMMELLA, NAS INCISIONE DI ASCESSO MAMMARIO",2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,8521,ASPORTAZIONE LOCALE DI LESIONE DELLA MAMMELLA RIMOZIONE DI AREA FIBROSA DALLA MAMMELLA  ESCLUSO: BIO,2017,49
1,STRUTTURA DIRETTAMENTE GESTITA,85211,ASPIRAZIONE PERCUTANEA DI CISTI DELLA MAMMELLA ECO-GUIDATA,2017,216
1,STRUTTURA DIRETTAMENTE GESTITA,8601,"ASPIRAZIONE DELLA CUTE E DEL TESSUTO SOTTOCUTANEO SULLE UNGHIE, SULLA PELLE O SUL TESSUTO SOTTOCUTAN",2017,127
1,STRUTTURA DIRETTAMENTE GESTITA,86022,INFILTRAZIONE DI CHELOIDE,2017,131
1,STRUTTURA DIRETTAMENTE GESTITA,8603,INCISIONE DI CISTI O SENO PILONIDALE ESCLUSO: MARSUPIALIZZAZIONE,2017,13
1,STRUTTURA DIRETTAMENTE GESTITA,8604,INCISIONE CON DRENAGGIO DELLA CUTE E DEL TESSUTO SOTTOCUTANEO ESCLUSO: DRENAGGIO DI COMPARTIMENTO FA,2017,61
1,STRUTTURA DIRETTAMENTE GESTITA,86051,INCISIONE CON RIMOZIONE DI CORPO ESTRANEO DA CUTE E TESSUTO SOTTOCUTANEO  ESTRAZIONE DI CORPO ESTRAN,2017,14
1,STRUTTURA DIRETTAMENTE GESTITA,8611,BIOPSIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO,2017,1303
1,STRUTTURA DIRETTAMENTE GESTITA,86191,ELASTOMETRIA,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8622,"RIMOZIONE ASPORTATIVA DI FERITA, INFEZIONE O USTIONE RIMOZIONE PER MEZZO DI ASPORTAZIONE DI: TESSUTO",2017,1201
1,STRUTTURA DIRETTAMENTE GESTITA,8623,"RIMOZIONE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE",2017,195
1,STRUTTURA DIRETTAMENTE GESTITA,8625,DERMOABRASIONE QUELLA CON LASER (O MEZZO MECCANICO) (PER SEDUTA) ESCLUSO: DERMOABRASIONE DI FERITA P,2017,25
1,STRUTTURA DIRETTAMENTE GESTITA,8627,"CURETTAGE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE RIMOZIONE DI: NECROSI, MASSA DI TESSUTO NECRO",2017,45
1,STRUTTURA DIRETTAMENTE GESTITA,8628,"RIMOZIONE NON ASPORTATIVA DI FERITA, INFEZIONE O USTIONE RIMOZIONE NAS RIMOZIONE DI TESSUTO DEVITALI",2017,437
1,STRUTTURA DIRETTAMENTE GESTITA,86301,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE CRIOTERAPIA",2017,5898
1,STRUTTURA DIRETTAMENTE GESTITA,86302,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO,  MEDIANTE CRIOTERAPIA",2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,86303,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE CAUTERIZZAZI",2017,799
1,STRUTTURA DIRETTAMENTE GESTITA,86304,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO, MEDIANTE FOTOTERAPIA",2017,230
1,STRUTTURA DIRETTAMENTE GESTITA,864,ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE ASPORTAZIONE LARGA DI LESIONE DELLA CUTE COINVOLGENTE LE,2017,6992
1,STRUTTURA DIRETTAMENTE GESTITA,86591,SUTURA ESTETICA DI FERITA DEL VOLTO,2017,48
1,STRUTTURA DIRETTAMENTE GESTITA,86592,SUTURA ESTETICA DI FERITA IN ALTRI DISTRETTI DEL CORPO DI PICCOLE DIMENSIONI (FINO A 5 CM),2017,171
1,STRUTTURA DIRETTAMENTE GESTITA,86593,ALTRA SUTURA ESTETICA DI FERITA IN ALTRI DISTRETTI DEL CORPO,2017,473
1,STRUTTURA DIRETTAMENTE GESTITA,86599,SUTURA DI FERITA PROFONDA INCLUSO: TENORRAFIA E/O MIORAFFIA DI PICCOLI SEGMENTI CORPOREI,2017,16
1,STRUTTURA DIRETTAMENTE GESTITA,8660,"INNESTO CUTANEO, NAS ESCLUSO: COSTRUZIONE O RICOSTRUZIONE DI PENE, TRACHEA, VAGINA",2017,47
